0000-0002-1151-6227,"('0000-0002-9524-5849', 0.0512820512820512)","('0000-0002-7962-4849', 0.0256410256410256)","('0000-0002-7565-8937', 0.0256410256410256)","('0000-0002-7407-3398', 0.0256410256410256)","('0000-0002-7140-9933', 0.0256410256410256)"
0000-0002-1151-7983,"('0000-0002-8194-4833', 0.125)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1151-9778,"('0000-0002-9040-3166', 0.5)","('0000-0001-7985-5658', 0.5)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1152-1480,"('0000-0002-7587-5990', 0.3333333333333333)","('0000-0003-4715-7200', 0.1666666666666666)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1152-4235,"('0000-0001-5031-468X', 0.0256410256410256)","('0000-0001-7572-4300', 0.0256410256410256)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1153-3772,"('0000-0003-0100-0558', 0.25)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1153-6025,"('0000-0002-6063-3585', 0.1111111111111111)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1153-9007,"('0000-0002-2143-8760', 0.1052631578947368)","('0000-0001-6022-2666', 0.1052631578947368)","('0000-0002-9405-9550', 0.0526315789473684)","('0000-0002-0186-2687', 0.0526315789473684)","('0000-0001-5000-223X', 0.0)"
0000-0002-1154-8966,"('0000-0002-5318-3790', 0.4)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1161-2753,"('0000-0003-3939-7343', 0.4)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1162-3831,"('0000-0001-8957-2002', 0.0169491525423728)","('0000-0001-8837-4928', 0.0169491525423728)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1162-7242,"('0000-0003-0813-6490', 0.0217391304347826)","('0000-0002-8071-338X', 0.0217391304347826)","('0000-0001-8565-203X', 0.0217391304347826)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1168-5354,"('0000-0002-5000-9914', 0.1)","('0000-0002-3927-8646', 0.1)","('0000-0002-3851-9073', 0.1)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1170-8245,"('0000-0002-0104-6129', 0.1052631578947368)","('0000-0002-6962-831X', 0.0526315789473684)","('0000-0002-6547-0172', 0.0526315789473684)","('0000-0001-8782-3496', 0.0526315789473684)","('0000-0001-5000-223X', 0.0)"
0000-0002-1170-9475,"('0000-0002-5981-8443', 0.125)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1171-0548,"('0000-0001-5130-9284', 0.1818181818181818)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1175-3636,"('0000-0003-4781-6261', 0.5)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1175-5498,"('0000-0003-0119-732X', 0.2105263157894736)","('0000-0002-9432-4051', 0.1052631578947368)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1178-4053,"('0000-0002-7345-6063', 0.0344827586206896)","('0000-0002-4799-5522', 0.0344827586206896)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1180-8975,"('0000-0002-9889-9848', 0.3333333333333333)","('0000-0003-0929-9478', 0.1111111111111111)","('0000-0002-7925-6070', 0.1111111111111111)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1181-1955,"('0000-0002-4732-7508', 0.9130434782608696)","('0000-0002-6706-9454', 0.8260869565217391)","('0000-0003-2174-508X', 0.2608695652173913)","('0000-0002-7946-0602', 0.1739130434782608)","('0000-0001-5000-223X', 0.0)"
0000-0002-1183-6933,"('0000-0002-0812-0352', 0.1666666666666666)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1185-4592,"('0000-0003-4672-471X', 0.0192307692307692)","('0000-0003-0114-7808', 0.0192307692307692)","('0000-0002-8872-5326', 0.0192307692307692)","('0000-0002-8522-274X', 0.0192307692307692)","('0000-0002-0624-5020', 0.0192307692307692)"
0000-0002-1188-445X,"('0000-0002-1832-0307', 0.0909090909090909)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1189-1676,"('0000-0002-8257-4088', 0.0526315789473684)","('0000-0002-3978-1030', 0.0526315789473684)","('0000-0002-2460-1068', 0.0526315789473684)","('0000-0001-7347-3691', 0.0526315789473684)","('0000-0001-5000-223X', 0.0)"
0000-0002-1200-9462,"('0000-0002-8598-3127', 1.0)","('0000-0002-1508-5057', 1.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1201-6785,"('0000-0001-9039-0302', 1.0)","('0000-0002-7111-6735', 0.25)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1203-9063,"('0000-0003-2954-1022', 0.88)","('0000-0002-3597-5698', 0.0133333333333333)","('0000-0002-2043-1858', 0.0133333333333333)","('0000-0001-8250-1842', 0.0133333333333333)","('0000-0001-5000-223X', 0.0)"
0000-0002-1206-0882,"('0000-0002-6132-9999', 0.0384615384615384)","('0000-0002-4750-6506', 0.0384615384615384)","('0000-0001-9608-3135', 0.0384615384615384)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1207-1880,"('0000-0003-4229-4580', 0.0526315789473684)","('0000-0003-2239-3282', 0.0526315789473684)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1207-9006,"('0000-0002-5467-7071', 0.3157894736842105)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1209-9234,"('0000-0002-3232-2720', 0.3333333333333333)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1210-1269,"('0000-0003-3769-9786', 0.05)","('0000-0002-8997-835X', 0.05)","('0000-0002-7787-2531', 0.05)","('0000-0002-4317-8031', 0.05)","('0000-0002-3526-7827', 0.05)"
0000-0002-1211-9629,"('0000-0001-7990-8852', 0.3333333333333333)","('0000-0003-0720-8456', 0.1666666666666666)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1215-0538,"('0000-0002-2179-2567', 0.1)","('0000-0001-6201-5599', 0.1)","('0000-0003-4502-8237', 0.05)","('0000-0003-1337-7897', 0.05)","('0000-0003-1003-1997', 0.05)"
0000-0002-1215-8089,"('0000-0002-7201-4394', 0.5)","('0000-0001-5252-5325', 0.5)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1217-5858,"('0000-0002-6297-7154', 0.5)","('0000-0002-9822-1586', 0.1)","('0000-0002-5729-6450', 0.1)","('0000-0002-1362-2410', 0.1)","('0000-0001-5000-223X', 0.0)"
0000-0002-1221-7077,"('0000-0001-8923-5882', 0.0625)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1221-9718,"('0000-0002-6759-2560', 0.3333333333333333)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1222-8729,"('0000-0003-4874-4212', 0.0285714285714285)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1223-2242,"('0000-0002-1368-0223', 0.4615384615384615)","('0000-0001-6855-3398', 0.3076923076923077)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1224-4809,"('0000-0003-3013-1186', 0.4285714285714285)","('0000-0002-9253-5170', 0.4285714285714285)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1224-9124,"('0000-0002-6723-5467', 0.5)","('0000-0002-6117-4341', 0.5)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1224-9191,"('0000-0003-0624-8819', 0.3333333333333333)","('0000-0002-4142-4841', 0.1666666666666666)","('0000-0002-1927-164X', 0.1666666666666666)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1227-029X,"('0000-0003-1972-3308', 0.8888888888888888)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1227-3845,"('0000-0003-0349-1557', 0.1111111111111111)","('0000-0002-7845-7110', 0.1111111111111111)","('0000-0002-2858-1041', 0.1111111111111111)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1228-4245,"('0000-0003-0742-1177', 0.027027027027027)","('0000-0001-5045-819X', 0.0135135135135135)","('0000-0003-4128-9501', 0.0135135135135135)","('0000-0002-8744-1305', 0.0135135135135135)","('0000-0002-6304-1710', 0.0135135135135135)"
0000-0002-1231-4045,"('0000-0002-7671-0506', 0.6666666666666666)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1231-7609,"('0000-0002-1281-113X', 0.0769230769230769)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1235-360X,"('0000-0002-5088-6343', 0.0425531914893617)","('0000-0003-3406-3002', 0.0212765957446808)","('0000-0003-3168-0056', 0.0212765957446808)","('0000-0002-9706-9316', 0.0212765957446808)","('0000-0002-9595-3220', 0.0212765957446808)"
0000-0002-1235-8347,"('0000-0003-0688-2393', 0.0555555555555555)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1235-9657,"('0000-0001-5899-9142', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1236-6419,"('0000-0002-9942-5433', 0.4)","('0000-0002-7663-6895', 0.12)","('0000-0003-2629-9568', 0.08)","('0000-0002-6117-2872', 0.04)","('0000-0001-6131-3981', 0.04)"
0000-0002-1236-849X,"('0000-0002-6999-5507', 0.2592592592592592)","('0000-0002-2663-2765', 0.1111111111111111)","('0000-0003-2309-1171', 0.0925925925925925)","('0000-0002-8160-2446', 0.0185185185185185)","('0000-0002-3745-7317', 0.0185185185185185)"
0000-0002-1242-1959,"('0000-0003-2143-2825', 0.0217391304347826)","('0000-0003-1382-911X', 0.0217391304347826)","('0000-0002-7689-3613', 0.0217391304347826)","('0000-0002-6736-7814', 0.0217391304347826)","('0000-0002-2172-7394', 0.0217391304347826)"
0000-0002-1242-9424,"('0000-0003-4392-285X', 0.1666666666666666)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1244-4755,"('0000-0002-0828-6176', 1.0)","('0000-0001-8749-6018', 1.0)","('0000-0003-2511-6918', 0.3333333333333333)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1250-7656,"('0000-0003-2214-6492', 0.0136986301369863)","('0000-0001-9042-5528', 0.0136986301369863)","('0000-0001-7452-6222', 0.0136986301369863)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1253-5550,"('0000-0002-0036-4651', 0.2727272727272727)","('0000-0003-4199-9052', 0.1818181818181818)","('0000-0002-7635-9883', 0.0909090909090909)","('0000-0002-5738-4477', 0.0909090909090909)","('0000-0002-3786-6209', 0.0909090909090909)"
0000-0002-1253-9172,"('0000-0002-2241-7603', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1254-7391,"('0000-0002-7324-0131', 0.0909090909090909)","('0000-0002-6253-4249', 0.0909090909090909)","('0000-0002-6099-6677', 0.0909090909090909)","('0000-0002-3402-8381', 0.0909090909090909)","('0000-0001-5000-223X', 0.0)"
0000-0002-1254-8407,"('0000-0003-4753-6745', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1256-8248,"('0000-0003-2061-845X', 0.125)","('0000-0003-0453-7529', 0.125)","('0000-0002-7097-4586', 0.125)","('0000-0002-1515-5094', 0.125)","('0000-0001-5000-223X', 0.0)"
0000-0002-1256-9582,"('0000-0003-2550-9893', 0.3125)","('0000-0003-2434-4206', 0.25)","('0000-0001-8015-8243', 0.0625)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1257-1201,"('0000-0003-0695-9266', 0.2142857142857142)","('0000-0002-1113-2047', 0.2142857142857142)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1258-2007,"('0000-0002-5287-1663', 0.0625)","('0000-0001-6825-9527', 0.0625)","('0000-0001-6695-5297', 0.0625)","('0000-0003-3862-4970', 0.03125)","('0000-0003-3079-4019', 0.03125)"
0000-0002-1258-3210,"('0000-0002-0258-3348', 0.5)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1260-2979,"('0000-0001-7439-1022', 0.3333333333333333)","('0000-0002-4666-9610', 0.1666666666666666)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1262-9741,"('0000-0003-0595-2898', 0.125)","('0000-0002-0178-8712', 0.125)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1264-1396,"('0000-0001-6594-4350', 0.25)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1264-7309,"('0000-0003-4360-9927', 0.0588235294117647)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1265-8251,"('0000-0001-9291-5467', 0.1785714285714285)","('0000-0002-6304-1964', 0.0357142857142857)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1269-1895,"('0000-0001-8725-6081', 0.125)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1270-9805,"('0000-0001-6090-4974', 0.5)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1275-1130,"('0000-0003-1988-1250', 0.2222222222222222)","('0000-0001-7272-7733', 0.2222222222222222)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1279-8123,"('0000-0002-7629-6579', 0.9534883720930232)","('0000-0003-0002-2253', 0.1627906976744186)","('0000-0003-0614-5713', 0.1395348837209302)","('0000-0003-3704-0076', 0.0697674418604651)","('0000-0002-2984-0375', 0.0465116279069767)"
0000-0002-1280-2305,"('0000-0003-1516-0341', 0.0571428571428571)","('0000-0002-9685-0549', 0.0285714285714285)","('0000-0002-7229-7398', 0.0285714285714285)","('0000-0001-8533-3004', 0.0285714285714285)","('0000-0001-7692-5139', 0.0285714285714285)"
0000-0002-1281-113X,"('0000-0003-1169-731X', 0.037037037037037)","('0000-0002-2387-6203', 0.037037037037037)","('0000-0002-1231-7609', 0.037037037037037)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1287-0906,"('0000-0002-3905-4335', 0.04)","('0000-0001-9168-3174', 0.04)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1287-4560,"('0000-0003-2700-7459', 0.3495145631067961)","('0000-0002-2573-1294', 0.2912621359223301)","('0000-0002-9658-9061', 0.2718446601941747)","('0000-0001-5218-6941', 0.0485436893203883)","('0000-0003-2191-5501', 0.0388349514563106)"
0000-0002-1287-8908,"('0000-0001-5727-2099', 0.25)","('0000-0002-3739-7502', 0.0625)","('0000-0001-7819-2813', 0.0625)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1291-3363,"('0000-0002-5057-5457', 0.125)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1291-8906,"('0000-0001-6748-3041', 0.1428571428571428)","('0000-0002-8129-9344', 0.0714285714285714)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1294-2527,"('0000-0002-7607-4562', 0.125)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1295-1271,"('0000-0001-5802-8047', 0.1153846153846153)","('0000-0002-8096-3987', 0.0384615384615384)","('0000-0001-8037-3672', 0.0384615384615384)","('0000-0001-6555-6075', 0.0384615384615384)","('0000-0001-5000-223X', 0.0)"
0000-0002-1296-3555,"('0000-0003-2912-8043', 0.9)","('0000-0002-5554-6946', 0.1)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1297-9725,"('0000-0003-0298-9660', 0.0307692307692307)","('0000-0002-8035-8904', 0.0307692307692307)","('0000-0003-4878-5241', 0.0153846153846153)","('0000-0003-4461-0778', 0.0153846153846153)","('0000-0003-1381-4604', 0.0153846153846153)"
0000-0002-1299-1150,"('0000-0002-6864-5804', 0.5)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1300-0187,"('0000-0002-6406-4076', 0.375)","('0000-0003-4412-1341', 0.125)","('0000-0001-9539-3203', 0.0625)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1302-6504,"('0000-0001-7653-2431', 0.6666666666666666)","('0000-0002-8017-0071', 0.3333333333333333)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1302-906X,"('0000-0002-1852-1408', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1304-3734,"('0000-0003-0362-820X', 0.0555555555555555)","('0000-0003-4701-4525', 0.0138888888888888)","('0000-0003-1976-0555', 0.0138888888888888)","('0000-0002-8797-2667', 0.0138888888888888)","('0000-0002-7941-813X', 0.0138888888888888)"
0000-0002-1305-3502,"('0000-0002-8567-173X', 0.109375)","('0000-0002-9405-9550', 0.09375)","('0000-0001-9435-9441', 0.078125)","('0000-0002-3227-2620', 0.0625)","('0000-0002-2660-2013', 0.0625)"
0000-0002-1307-2981,"('0000-0003-0362-820X', 0.2)","('0000-0003-0857-495X', 0.05)","('0000-0003-3356-5123', 0.025)","('0000-0002-7565-8937', 0.025)","('0000-0002-3829-066X', 0.025)"
0000-0002-1309-446X,"('0000-0003-4444-1505', 0.2)","('0000-0003-0882-7902', 0.1)","('0000-0002-0632-9582', 0.1)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1311-1338,"('0000-0002-3391-0647', 0.2727272727272727)","('0000-0002-1812-8913', 0.1818181818181818)","('0000-0003-4364-6373', 0.0909090909090909)","('0000-0003-1221-915X', 0.0909090909090909)","('0000-0002-5083-7322', 0.0909090909090909)"
0000-0002-1313-2091,"('0000-0003-2650-2925', 0.1111111111111111)","('0000-0001-9496-0165', 0.1111111111111111)","('0000-0002-9442-4175', 0.0555555555555555)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1319-4946,"('0000-0003-0474-5344', 0.0555555555555555)","('0000-0002-7352-1275', 0.0555555555555555)","('0000-0002-1773-6482', 0.0555555555555555)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1323-5250,"('0000-0002-0957-8349', 0.3333333333333333)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1329-6352,"('0000-0002-9944-0190', 0.2352941176470588)","('0000-0003-4605-2503', 0.1176470588235294)","('0000-0003-4209-6883', 0.0588235294117647)","('0000-0002-8594-9092', 0.0588235294117647)","('0000-0002-2157-1529', 0.0588235294117647)"
0000-0002-1330-4869,"('0000-0003-4987-5943', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1333-9076,"('0000-0001-8529-6848', 0.7333333333333333)","('0000-0003-0528-1967', 0.4666666666666667)","('0000-0001-7393-6801', 0.1333333333333333)","('0000-0003-0586-2278', 0.0666666666666666)","('0000-0002-9318-9732', 0.0666666666666666)"
0000-0002-1334-0974,"('0000-0002-4119-6615', 0.2857142857142857)","('0000-0002-3864-8246', 0.2857142857142857)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1334-5054,"('0000-0002-3620-2507', 0.7777777777777778)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1334-5273,"('0000-0003-3530-5472', 0.0526315789473684)","('0000-0001-9509-6727', 0.0526315789473684)","('0000-0001-8249-5593', 0.0526315789473684)","('0000-0001-6401-1874', 0.0526315789473684)","('0000-0001-5000-223X', 0.0)"
0000-0002-1335-8648,"('0000-0002-7368-9609', 0.25)","('0000-0002-5787-4871', 0.25)","('0000-0003-2948-5809', 0.125)","('0000-0003-1870-1430', 0.125)","('0000-0001-8554-7619', 0.125)"
0000-0002-1338-8337,"('0000-0003-0264-8532', 0.0625)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1339-6361,"('0000-0002-0671-7374', 0.0625)","('0000-0001-8996-1067', 0.0625)","('0000-0001-8420-4622', 0.0625)","('0000-0001-5932-7786', 0.0625)","('0000-0001-5000-223X', 0.0)"
0000-0002-1344-7405,"('0000-0002-1148-8959', 0.25)","('0000-0002-9492-2940', 0.125)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1344-9312,"('0000-0002-1417-7048', 0.0476190476190476)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1345-3573,"('0000-0003-1038-8232', 0.25)","('0000-0003-4706-7897', 0.1875)","('0000-0003-4579-3959', 0.1875)","('0000-0003-4266-6700', 0.1875)","('0000-0003-0327-8297', 0.1875)"
0000-0002-1345-6360,"('0000-0002-7250-502X', 0.2702702702702703)","('0000-0002-6105-7567', 0.1081081081081081)","('0000-0001-9351-1456', 0.081081081081081)","('0000-0001-5067-4327', 0.027027027027027)","('0000-0003-3844-3061', 0.027027027027027)"
0000-0002-1345-6774,"('0000-0001-5617-5270', 0.1212121212121212)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1348-1734,"('0000-0003-3398-6294', 0.0260869565217391)","('0000-0001-7790-8197', 0.0260869565217391)","('0000-0003-4771-6981', 0.008695652173913)","('0000-0003-4408-5467', 0.008695652173913)","('0000-0003-4038-1912', 0.008695652173913)"
0000-0002-1354-4328,"('0000-0002-6943-9922', 0.1666666666666666)","('0000-0002-9187-1375', 0.0666666666666666)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1356-9074,"('0000-0002-4820-2897', 0.1147540983606557)","('0000-0001-7189-7917', 0.0491803278688524)","('0000-0003-3898-1943', 0.0163934426229508)","('0000-0003-2864-8266', 0.0163934426229508)","('0000-0003-2298-615X', 0.0163934426229508)"
0000-0002-1359-7155,"('0000-0003-1421-6059', 0.2115384615384615)","('0000-0002-2956-3101', 0.0192307692307692)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0002-1362-2410,"('0000-0002-1649-3191', 0.0140845070422535)","('0000-0002-1217-5858', 0.0140845070422535)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
