0000-0001-5106-5013,"('0000-0002-2786-8200', 0.1142857142857142)","('0000-0002-0742-6990', 0.1142857142857142)","('0000-0001-7073-2379', 0.1142857142857142)","('0000-0003-2117-9321', 0.0857142857142857)","('0000-0001-7421-3357', 0.0857142857142857)"
0000-0001-5107-6206,"('0000-0002-7591-0020', 0.0333333333333333)","('0000-0002-5518-5933', 0.0333333333333333)","('0000-0002-2719-1551', 0.0333333333333333)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5108-8338,"('0000-0001-5031-468X', 0.1958762886597938)","('0000-0001-7572-4300', 0.1030927835051546)","('0000-0002-8811-1308', 0.0309278350515463)","('0000-0002-8797-2667', 0.0103092783505154)","('0000-0002-6604-6867', 0.0103092783505154)"
0000-0001-5110-8837,"('0000-0001-6404-4430', 0.2)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5120-962X,"('0000-0003-2587-3863', 0.0158730158730158)","('0000-0003-2487-125X', 0.0158730158730158)","('0000-0002-9598-2339', 0.0158730158730158)","('0000-0002-4601-8527', 0.0158730158730158)","('0000-0002-2753-1800', 0.0158730158730158)"
0000-0001-5123-8295,"('0000-0003-2117-9321', 0.1578947368421052)","('0000-0002-0742-6990', 0.1578947368421052)","('0000-0001-5106-5013', 0.1578947368421052)","('0000-0003-4204-8734', 0.1052631578947368)","('0000-0003-2053-1792', 0.1052631578947368)"
0000-0001-5126-2009,"('0000-0003-1114-8265', 0.7272727272727273)","('0000-0002-8095-8678', 0.1818181818181818)","('0000-0002-4879-4140', 0.1818181818181818)","('0000-0003-3244-6827', 0.0909090909090909)","('0000-0002-1376-6916', 0.0909090909090909)"
0000-0001-5126-707X,"('0000-0003-4756-4017', 0.0666666666666666)","('0000-0003-3651-1980', 0.0666666666666666)","('0000-0003-3634-0747', 0.0666666666666666)","('0000-0001-7030-5756', 0.0666666666666666)","('0000-0001-5155-1505', 0.0666666666666666)"
0000-0001-5127-7294,"('0000-0001-9668-2525', 0.1428571428571428)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5127-9185,"('0000-0003-4533-8307', 0.032258064516129)","('0000-0002-7573-2762', 0.032258064516129)","('0000-0002-4504-9188', 0.032258064516129)","('0000-0002-0573-0622', 0.032258064516129)","('0000-0001-9002-2075', 0.032258064516129)"
0000-0001-5128-438X,"('0000-0001-7160-9866', 0.4)","('0000-0002-0472-4263', 0.1)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5130-5259,"('0000-0002-5613-0248', 0.1)","('0000-0001-5942-2679', 0.1)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5130-781X,"('0000-0003-4556-8460', 0.037037037037037)","('0000-0002-6759-2560', 0.037037037037037)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5130-9284,"('0000-0002-1171-0548', 0.0131578947368421)","('0000-0003-0595-2898', 0.006578947368421)","('0000-0002-7684-0079', 0.006578947368421)","('0000-0002-6467-8289', 0.006578947368421)","('0000-0002-1867-0526', 0.006578947368421)"
0000-0001-5131-0541,"('0000-0003-2192-8150', 0.064516129032258)","('0000-0003-2864-1347', 0.032258064516129)","('0000-0002-4944-4652', 0.032258064516129)","('0000-0002-1499-6908', 0.032258064516129)","('0000-0001-8368-6666', 0.032258064516129)"
0000-0001-5133-1342,"('0000-0003-1111-5834', 0.4285714285714285)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5133-9731,"('0000-0002-2885-5292', 0.8461538461538461)","('0000-0001-6339-0374', 0.1538461538461538)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5139-8571,"('0000-0003-2364-9649', 0.0526315789473684)","('0000-0002-1086-6639', 0.0526315789473684)","('0000-0001-8348-7157', 0.0526315789473684)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5140-8944,"('0000-0001-7228-1356', 0.7941176470588235)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5144-0776,"('0000-0002-4125-8804', 0.1333333333333333)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5144-1330,"('0000-0002-1812-9844', 0.2307692307692307)","('0000-0003-2347-2150', 0.1538461538461538)","('0000-0001-6302-901X', 0.0769230769230769)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5147-0000,"('0000-0002-0003-5540', 0.3333333333333333)","('0000-0003-3657-6469', 0.1666666666666666)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5148-0188,"('0000-0003-3150-6154', 0.1707317073170731)","('0000-0001-5210-8548', 0.1219512195121951)","('0000-0002-8844-4903', 0.024390243902439)","('0000-0002-7201-4394', 0.024390243902439)","('0000-0001-9433-9555', 0.024390243902439)"
0000-0001-5148-4568,"('0000-0001-7737-4172', 0.4285714285714285)","('0000-0003-4579-3959', 0.1428571428571428)","('0000-0003-1355-892X', 0.1428571428571428)","('0000-0003-0327-8297', 0.1428571428571428)","('0000-0002-8552-8976', 0.1428571428571428)"
0000-0001-5148-4672,"('0000-0001-9514-3976', 0.1666666666666666)","('0000-0002-8225-4025', 0.0555555555555555)","('0000-0002-7115-9751', 0.0555555555555555)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5151-5184,"('0000-0002-6959-3284', 0.0909090909090909)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5151-7390,"('0000-0002-3732-3570', 0.4)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5151-7403,"('0000-0002-7276-5382', 0.5833333333333334)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5152-5809,"('0000-0002-4356-5883', 0.1428571428571428)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5153-4959,"('0000-0002-6730-1452', 0.9)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5154-1796,"('0000-0001-9229-8649', 0.0909090909090909)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5155-1505,"('0000-0003-4756-4017', 0.2)","('0000-0002-5254-0389', 0.05)","('0000-0001-5126-707X', 0.05)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5155-3383,"('0000-0002-0052-7991', 0.1538461538461538)","('0000-0002-3243-110X', 0.0384615384615384)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5155-938X,"('0000-0001-6507-8982', 0.2682926829268293)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5158-8594,"('0000-0003-0937-0334', 1.0)","('0000-0001-5204-1937', 0.3333333333333333)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5159-2796,"('0000-0002-3739-7502', 0.0344827586206896)","('0000-0002-1122-8444', 0.0344827586206896)","('0000-0001-8244-7057', 0.0344827586206896)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5160-6027,"('0000-0002-9615-3022', 0.5555555555555556)","('0000-0001-5606-2559', 0.1111111111111111)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5164-340X,"('0000-0002-3227-2620', 0.2222222222222222)","('0000-0002-1305-3502', 0.1111111111111111)","('0000-0001-9435-9441', 0.1111111111111111)","('0000-0002-9405-9550', 0.0833333333333333)","('0000-0002-2170-8185', 0.0833333333333333)"
0000-0001-5166-1202,"('0000-0002-7175-4972', 0.25)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5167-736X,"('0000-0002-9623-2599', 0.0333333333333333)","('0000-0002-9540-6622', 0.0333333333333333)","('0000-0002-4246-065X', 0.0333333333333333)","('0000-0001-5759-3175', 0.0333333333333333)","('0000-0001-5000-223X', 0.0)"
0000-0001-5169-2965,"('0000-0003-2707-0263', 0.0217391304347826)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5173-0300,"('0000-0001-9262-9137', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5173-5080,"('0000-0002-8718-1988', 0.0217391304347826)","('0000-0001-5968-6738', 0.0217391304347826)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5175-5727,"('0000-0002-5346-2829', 0.6666666666666666)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5176-7154,"('0000-0002-6514-4406', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5177-6747,"('0000-0002-6547-0172', 0.352112676056338)","('0000-0001-7635-783X', 0.1549295774647887)","('0000-0002-4989-5699', 0.1408450704225352)","('0000-0003-0700-3776', 0.0140845070422535)","('0000-0001-7828-2296', 0.0140845070422535)"
0000-0001-5178-4683,"('0000-0002-6119-318X', 0.0909090909090909)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5179-7118,"('0000-0002-9058-7743', 0.25)","('0000-0003-4582-1489', 0.0833333333333333)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5180-7179,"('0000-0002-2604-0057', 0.2962962962962963)","('0000-0002-2969-7572', 0.0925925925925925)","('0000-0002-6645-107X', 0.0555555555555555)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5188-7957,"('0000-0001-5018-7641', 0.1052631578947368)","('0000-0001-7608-7577', 0.0526315789473684)","('0000-0001-5670-8559', 0.0526315789473684)","('0000-0003-1604-8917', 0.0263157894736842)","('0000-0001-5000-223X', 0.0)"
0000-0001-5189-1227,"('0000-0002-6809-9225', 0.048780487804878)","('0000-0002-2069-7349', 0.048780487804878)","('0000-0002-0804-7597', 0.048780487804878)","('0000-0003-2192-8150', 0.024390243902439)","('0000-0003-2164-7877', 0.024390243902439)"
0000-0001-5189-3695,"('0000-0003-4335-6034', 0.1428571428571428)","('0000-0002-9142-7848', 0.119047619047619)","('0000-0002-3331-8766', 0.119047619047619)","('0000-0001-7423-9864', 0.119047619047619)","('0000-0001-5705-2897', 0.119047619047619)"
0000-0001-5191-4847,"('0000-0003-0843-9862', 0.0588235294117647)","('0000-0002-2559-7320', 0.0588235294117647)","('0000-0003-3646-7828', 0.0294117647058823)","('0000-0002-8442-6724', 0.0294117647058823)","('0000-0002-6935-4275', 0.0294117647058823)"
0000-0001-5193-1428,"('0000-0002-5613-1881', 0.0454545454545454)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5194-6056,"('0000-0003-3926-1788', 0.25)","('0000-0002-4953-4500', 0.25)","('0000-0002-4861-4808', 0.25)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5195-0995,"('0000-0002-0403-2160', 0.0333333333333333)","('0000-0001-6670-6004', 0.0333333333333333)","('0000-0001-5222-4987', 0.0333333333333333)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5197-2270,"('0000-0001-7714-5302', 1.0)","('0000-0002-5591-5596', 0.4)","('0000-0003-1375-8067', 0.0666666666666666)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5197-5682,"('0000-0002-9661-8344', 0.0588235294117647)","('0000-0002-8417-642X', 0.0588235294117647)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5198-0051,"('0000-0002-6795-8091', 0.4444444444444444)","('0000-0002-7683-8614', 0.1111111111111111)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5200-3367,"('0000-0002-4934-8863', 0.0666666666666666)","('0000-0002-2310-8300', 0.0666666666666666)","('0000-0001-7453-7028', 0.0333333333333333)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5204-1937,"('0000-0003-0937-0334', 0.0769230769230769)","('0000-0002-3087-541X', 0.0769230769230769)","('0000-0001-5158-8594', 0.0769230769230769)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5204-5460,"('0000-0002-9937-7005', 0.25)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5208-3432,"('0000-0001-9114-8737', 0.75)","('0000-0002-6601-2165', 0.5)","('0000-0002-5316-1399', 0.25)","('0000-0002-5111-7263', 0.25)","('0000-0002-0736-9199', 0.25)"
0000-0001-5208-6203,"('0000-0001-7854-6669', 1.0)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5210-1434,"('0000-0002-8363-7183', 0.1)","('0000-0003-4931-752X', 0.0)","('0000-0001-5026-9815', 0.0)","('0000-0003-4998-9406', 0.0)","('0000-0001-5000-223X', 0.0)"
0000-0001-5210-8548,"('0000-0003-3150-6154', 0.1388888888888889)","('0000-0001-5148-0188', 0.1388888888888889)","('0000-0002-4353-5027', 0.1111111111111111)","('0000-0003-2434-4206', 0.0277777777777777)","('0000-0003-1419-1832', 0.0277777777777777)"
