precision,recall,f1
0.4,0.5,0.4444444444444445
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.1,0.5,0.16666666666666669
0.0,0.0,0.0
0.3,0.21428571428571427,0.25
0.0,0.0,0.0
0.0,0.0,0.0
0.2,0.3333333333333333,0.25
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.0,0.0,0.0
0.1,0.25,0.14285714285714288
0.1,0.5,0.16666666666666669
0.0,0.0,0.0
0.5,0.5,0.5
0.2,0.4,0.26666666666666666
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.3,0.5,0.37499999999999994
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1,1.0,0.18181818181818182
0.1,0.5,0.16666666666666669
0.2,0.125,0.15384615384615385
0.1,1.0,0.18181818181818182
0.1,0.3333333333333333,0.15384615384615383
0.2,1.0,0.33333333333333337
0.1,0.3333333333333333,0.15384615384615383
0.0,0.0,0.0
0.1,0.3333333333333333,0.15384615384615383
0.1,1.0,0.18181818181818182
0.1,0.5,0.16666666666666669
0.0,0.0,0.0
0.1,0.2,0.13333333333333333
0.0,0.0,0.0
0.1,0.5,0.16666666666666669
0.1,0.5,0.16666666666666669
0.0,0.0,0.0
0.1,0.5,0.16666666666666669
0.1,1.0,0.18181818181818182
0.1,0.5,0.16666666666666669
0.0,0.0,0.0
0.1,0.2,0.13333333333333333
