codigo_autor,codigo_coautor,num_coautorías,num_publicaciones_totales,coautorías_normalizadas
0000-0002-4084-6233,0000-0003-4852-1641,2,41,0.04878048780487805
0000-0003-4852-1641,0000-0002-5274-2722,2,6,0.3333333333333333
0000-0003-4852-1641,0000-0002-4084-6233,2,6,0.3333333333333333
0000-0003-0173-5319,0000-0002-5841-5773,4,34,0.11764705882352941
0000-0002-5841-5773,0000-0003-0173-5319,4,43,0.09302325581395349
0000-0002-1535-3795,0000-0001-5683-7801,1,15,0.06666666666666667
0000-0001-5683-7801,0000-0002-1535-3795,1,7,0.14285714285714285
0000-0002-8440-1690,0000-0001-7708-9208,6,29,0.20689655172413793
0000-0001-7708-9208,0000-0002-8440-1690,6,26,0.23076923076923078
0000-0002-4969-1151,0000-0003-3885-8777,1,50,0.02
0000-0002-4969-1151,0000-0002-0196-1570,5,50,0.1
0000-0002-4969-1151,0000-0002-8964-4456,3,50,0.06
0000-0003-3740-698X,0000-0002-0196-1570,5,25,0.2
0000-0003-3740-698X,0000-0002-8964-4456,4,25,0.16
0000-0003-3885-8777,0000-0002-4969-1151,1,4,0.25
0000-0003-3885-8777,0000-0002-0196-1570,1,4,0.25
0000-0003-3885-8777,0000-0002-8964-4456,1,4,0.25
0000-0002-0196-1570,0000-0002-4969-1151,5,6,0.8333333333333334
0000-0002-0196-1570,0000-0003-3740-698X,5,6,0.8333333333333334
0000-0002-0196-1570,0000-0003-3885-8777,1,6,0.16666666666666666
0000-0002-0196-1570,0000-0002-8964-4456,3,6,0.5
0000-0002-8964-4456,0000-0002-4969-1151,3,14,0.21428571428571427
0000-0002-8964-4456,0000-0003-3740-698X,4,14,0.2857142857142857
0000-0002-8964-4456,0000-0003-3885-8777,1,14,0.07142857142857142
0000-0002-8964-4456,0000-0002-0196-1570,3,14,0.21428571428571427
0000-0002-1600-9259,0000-0001-8182-1588,1,50,0.02
0000-0002-1600-9259,0000-0003-3393-5278,1,50,0.02
0000-0001-8182-1588,0000-0002-1600-9259,1,27,0.037037037037037035
0000-0001-8182-1588,0000-0003-2040-2448,3,27,0.1111111111111111
0000-0003-3393-5278,0000-0002-1600-9259,1,32,0.03125
0000-0003-3393-5278,0000-0003-2040-2448,3,32,0.09375
0000-0003-2040-2448,0000-0001-8182-1588,3,79,0.0379746835443038
0000-0003-2040-2448,0000-0003-3393-5278,3,79,0.0379746835443038
0000-0001-5497-2743,0000-0002-2172-8813,3,215,0.013953488372093023
0000-0002-2172-8813,0000-0001-5497-2743,3,36,0.08333333333333333
0000-0003-0929-9216,0000-0001-7984-8909,1,69,0.014492753623188406
0000-0001-7984-8909,0000-0003-0929-9216,1,227,0.004405286343612335
0000-0002-1390-7360,0000-0002-0227-9178,3,37,0.08108108108108109
0000-0002-0227-9178,0000-0002-1390-7360,3,3,1.0
0000-0003-3101-2285,0000-0003-4131-6792,1,11,0.09090909090909091
0000-0003-3101-2285,0000-0002-5635-1614,3,11,0.2727272727272727
0000-0003-4131-6792,0000-0003-3101-2285,1,10,0.1
0000-0002-5635-1614,0000-0003-3101-2285,3,223,0.013452914798206279
0000-0002-7811-197X,0000-0001-7000-8743,1,6,0.16666666666666666
0000-0002-2091-8201,0000-0001-7000-8743,1,24,0.041666666666666664
0000-0001-7000-8743,0000-0002-7811-197X,1,6,0.16666666666666666
0000-0001-7000-8743,0000-0002-2091-8201,1,6,0.16666666666666666
0000-0001-9119-7774,0000-0003-1681-2436,1,2,0.5
0000-0003-1681-2436,0000-0001-9119-7774,1,4,0.25
0000-0002-8089-6198,0000-0001-5800-0407,3,26,0.11538461538461539
0000-0001-5800-0407,0000-0002-8089-6198,3,8,0.375
0000-0002-3293-7397,0000-0002-4301-2939,1,24,0.041666666666666664
0000-0002-4301-2939,0000-0002-3293-7397,1,26,0.038461538461538464
0000-0001-9175-1480,0000-0002-7130-981X,2,36,0.05555555555555555
0000-0002-7130-981X,0000-0001-9175-1480,2,27,0.07407407407407407
0000-0002-7656-7789,0000-0002-1666-5440,2,23,0.08695652173913043
0000-0002-7656-7789,0000-0001-9808-780X,2,23,0.08695652173913043
0000-0002-1666-5440,0000-0002-7656-7789,2,33,0.06060606060606061
0000-0001-9808-780X,0000-0002-7656-7789,2,90,0.022222222222222223
0000-0003-1529-8631,0000-0001-7552-187X,1,34,0.029411764705882353
0000-0001-7552-187X,0000-0003-1529-8631,1,22,0.045454545454545456
0000-0001-8530-7594,0000-0002-6044-2746,2,23,0.08695652173913043
0000-0002-6044-2746,0000-0001-8530-7594,2,32,0.0625
0000-0002-9022-5179,0000-0003-2322-3314,5,68,0.07352941176470588
0000-0003-2322-3314,0000-0002-9022-5179,5,106,0.04716981132075472
0000-0001-6351-6774,0000-0002-4113-457X,1,7,0.14285714285714285
0000-0002-4113-457X,0000-0001-6351-6774,1,13,0.07692307692307693
0000-0001-5445-5842,0000-0002-2515-7560,2,20,0.1
0000-0002-2515-7560,0000-0001-5445-5842,2,35,0.05714285714285714
0000-0003-4821-756X,0000-0002-2853-3525,1,21,0.047619047619047616
0000-0002-2853-3525,0000-0003-4821-756X,1,15,0.06666666666666667
0000-0001-6224-2927,0000-0002-5309-0527,1,75,0.013333333333333334
0000-0002-5309-0527,0000-0001-6224-2927,1,26,0.038461538461538464
0000-0002-6304-1710,0000-0003-3566-9399,1,81,0.012345679012345678
0000-0003-3566-9399,0000-0002-6304-1710,1,156,0.00641025641025641
0000-0002-4570-914X,0000-0001-5573-5774,1,28,0.03571428571428571
0000-0001-5573-5774,0000-0002-4570-914X,1,109,0.009174311926605505
0000-0002-8485-426X,0000-0002-9638-2060,1,19,0.05263157894736842
0000-0002-9638-2060,0000-0002-8485-426X,1,55,0.01818181818181818
0000-0002-5318-6940,0000-0003-0010-3416,1,44,0.022727272727272728
0000-0003-0010-3416,0000-0002-5318-6940,1,20,0.05
0000-0001-6276-8507,0000-0001-8853-2631,2,55,0.03636363636363636
0000-0001-6276-8507,0000-0003-4955-9844,1,55,0.01818181818181818
0000-0001-5582-5446,0000-0001-8853-2631,2,39,0.05128205128205128
0000-0001-5582-5446,0000-0003-4955-9844,1,39,0.02564102564102564
0000-0001-8853-2631,0000-0001-6276-8507,2,2,1.0
0000-0001-8853-2631,0000-0001-5582-5446,2,2,1.0
0000-0001-8853-2631,0000-0003-4955-9844,1,2,0.5
0000-0003-4955-9844,0000-0001-6276-8507,1,14,0.07142857142857142
0000-0003-4955-9844,0000-0001-5582-5446,1,14,0.07142857142857142
0000-0003-4955-9844,0000-0001-8853-2631,1,14,0.07142857142857142
0000-0001-5748-127X,0000-0001-7422-4195,2,5,0.4
0000-0001-7422-4195,0000-0001-5748-127X,2,16,0.125
0000-0001-6777-6565,0000-0002-5309-0527,1,15,0.06666666666666667
0000-0002-5309-0527,0000-0001-6777-6565,1,26,0.038461538461538464
0000-0002-4664-9011,0000-0002-8697-5647,1,33,0.030303030303030304
0000-0002-8697-5647,0000-0002-4664-9011,1,10,0.1
0000-0001-6673-833X,0000-0002-9657-9904,2,66,0.030303030303030304
0000-0002-9657-9904,0000-0001-6673-833X,2,79,0.02531645569620253
0000-0002-7840-1424,0000-0002-7784-1188,2,41,0.04878048780487805
0000-0002-7784-1188,0000-0002-7840-1424,2,45,0.044444444444444446
0000-0003-2475-7123,0000-0002-8428-9555,4,49,0.08163265306122448
0000-0002-8428-9555,0000-0003-2475-7123,4,54,0.07407407407407407
0000-0001-7756-2704,0000-0002-8888-6007,2,30,0.06666666666666667
0000-0002-8888-6007,0000-0001-7756-2704,2,63,0.031746031746031744
0000-0001-6276-8507,0000-0002-6365-0735,3,55,0.05454545454545454
0000-0001-6276-8507,0000-0003-0925-689X,2,55,0.03636363636363636
0000-0002-6365-0735,0000-0001-6276-8507,3,20,0.15
0000-0003-0925-689X,0000-0001-6276-8507,2,18,0.1111111111111111
0000-0001-8015-8243,0000-0003-0752-9049,1,158,0.006329113924050633
0000-0003-0752-9049,0000-0001-8015-8243,1,15,0.06666666666666667
0000-0002-7933-151X,0000-0001-8494-732X,3,7,0.42857142857142855
0000-0002-7933-151X,0000-0002-8482-5784,2,7,0.2857142857142857
0000-0002-7933-151X,0000-0002-5138-1099,3,7,0.42857142857142855
0000-0002-7933-151X,0000-0003-1337-7897,3,7,0.42857142857142855
0000-0001-8494-732X,0000-0002-7933-151X,3,272,0.011029411764705883
0000-0002-8482-5784,0000-0002-7933-151X,2,227,0.00881057268722467
0000-0002-5138-1099,0000-0002-7933-151X,3,80,0.0375
0000-0003-1337-7897,0000-0002-7933-151X,3,146,0.02054794520547945
0000-0003-2378-279X,0000-0002-6408-8238,2,41,0.04878048780487805
0000-0002-6408-8238,0000-0003-2378-279X,2,51,0.0392156862745098
0000-0002-0339-4944,0000-0001-6783-2301,9,229,0.039301310043668124
0000-0001-6783-2301,0000-0002-0339-4944,9,83,0.10843373493975904
0000-0002-2780-4717,0000-0002-6377-5132,1,21,0.047619047619047616
0000-0002-6377-5132,0000-0002-2780-4717,1,42,0.023809523809523808
0000-0002-3008-7843,0000-0003-1226-070X,2,122,0.01639344262295082
0000-0003-1226-070X,0000-0002-3008-7843,2,24,0.08333333333333333
0000-0003-2950-5670,0000-0003-1761-6314,1,91,0.01098901098901099
0000-0003-1761-6314,0000-0003-2950-5670,1,227,0.004405286343612335
0000-0002-7511-0226,0000-0002-4324-2793,1,35,0.02857142857142857
0000-0002-4324-2793,0000-0002-7511-0226,1,19,0.05263157894736842
0000-0002-0455-8496,0000-0001-9180-3180,1,3,0.3333333333333333
0000-0001-9180-3180,0000-0002-0455-8496,1,31,0.03225806451612903
0000-0003-0552-8480,0000-0002-5158-6414,4,6,0.6666666666666666
0000-0003-0552-8480,0000-0002-5075-3639,6,6,1.0
0000-0003-0552-8480,0000-0002-9442-2225,3,6,0.5
0000-0002-5158-6414,0000-0003-0552-8480,4,9,0.4444444444444444
0000-0002-5158-6414,0000-0002-9442-2225,3,9,0.3333333333333333
0000-0002-5075-3639,0000-0003-0552-8480,6,14,0.42857142857142855
0000-0002-5075-3639,0000-0002-9442-2225,4,14,0.2857142857142857
0000-0002-9442-2225,0000-0003-0552-8480,3,4,0.75
0000-0002-9442-2225,0000-0002-5158-6414,3,4,0.75
0000-0002-9442-2225,0000-0002-5075-3639,4,4,1.0
0000-0003-0509-6518,0000-0002-8453-5023,5,5,1.0
0000-0002-8453-5023,0000-0003-0509-6518,5,5,1.0
0000-0002-4971-1597,0000-0002-5521-0254,1,5,0.2
0000-0002-5521-0254,0000-0002-4971-1597,1,49,0.02040816326530612
0000-0002-7233-1509,0000-0002-0515-256X,1,27,0.037037037037037035
0000-0002-0515-256X,0000-0002-7233-1509,1,10,0.1
0000-0002-8625-1200,0000-0002-4401-2551,1,110,0.00909090909090909
0000-0002-4401-2551,0000-0002-8625-1200,1,62,0.016129032258064516
0000-0001-8427-118X,0000-0002-4788-1875,4,82,0.04878048780487805
0000-0002-4788-1875,0000-0001-8427-118X,4,23,0.17391304347826086
0000-0001-8380-807X,0000-0002-6862-0682,3,4,0.75
0000-0002-6862-0682,0000-0001-8380-807X,3,11,0.2727272727272727
0000-0002-3797-8577,0000-0003-2907-4989,1,32,0.03125
0000-0003-2907-4989,0000-0002-3797-8577,1,20,0.05
0000-0002-6394-5031,0000-0002-4586-3024,1,11,0.09090909090909091
0000-0002-4586-3024,0000-0002-6394-5031,1,24,0.041666666666666664
0000-0002-1012-6358,0000-0002-7681-2844,2,27,0.07407407407407407
0000-0002-7681-2844,0000-0002-1012-6358,2,127,0.015748031496062992
0000-0001-5079-1953,0000-0001-7333-8123,1,4,0.25
0000-0001-7333-8123,0000-0001-5079-1953,1,25,0.04
0000-0002-3517-732X,0000-0003-4244-4198,1,63,0.015873015873015872
0000-0003-4244-4198,0000-0002-3517-732X,1,27,0.037037037037037035
0000-0002-7514-3802,0000-0001-8104-1493,4,72,0.05555555555555555
0000-0001-8104-1493,0000-0002-7514-3802,4,128,0.03125
0000-0003-0473-4717,0000-0002-1963-0569,2,3,0.6666666666666666
0000-0002-1963-0569,0000-0003-0473-4717,2,10,0.2
0000-0002-5229-2717,0000-0003-1512-4500,2,8,0.25
0000-0003-1512-4500,0000-0002-5229-2717,2,11,0.18181818181818182
0000-0002-3716-2455,0000-0002-4395-1397,5,287,0.017421602787456445
0000-0002-3716-2455,0000-0002-2725-5535,2,287,0.006968641114982578
0000-0001-6022-2666,0000-0002-2725-5535,1,179,0.00558659217877095
0000-0002-4395-1397,0000-0002-3716-2455,5,228,0.021929824561403508
0000-0002-4395-1397,0000-0002-2725-5535,1,228,0.0043859649122807015
0000-0002-2725-5535,0000-0002-3716-2455,2,27,0.07407407407407407
0000-0002-2725-5535,0000-0001-6022-2666,1,27,0.037037037037037035
0000-0002-2725-5535,0000-0002-4395-1397,1,27,0.037037037037037035
0000-0003-2208-3196,0000-0001-9892-3118,4,15,0.26666666666666666
0000-0003-2208-3196,0000-0002-7782-4169,2,15,0.13333333333333333
0000-0001-9892-3118,0000-0003-2208-3196,4,14,0.2857142857142857
0000-0001-9892-3118,0000-0002-7782-4169,2,14,0.14285714285714285
0000-0002-7782-4169,0000-0003-2208-3196,2,220,0.00909090909090909
0000-0002-7782-4169,0000-0001-9892-3118,2,220,0.00909090909090909
0000-0002-9990-0169,0000-0003-1136-2296,1,57,0.017543859649122806
0000-0003-1136-2296,0000-0002-9990-0169,1,33,0.030303030303030304
0000-0002-5031-1013,0000-0002-4405-8162,1,175,0.005714285714285714
0000-0002-5031-1013,0000-0002-5655-688X,1,175,0.005714285714285714
0000-0002-4405-8162,0000-0002-5031-1013,1,24,0.041666666666666664
0000-0002-4405-8162,0000-0002-5655-688X,1,24,0.041666666666666664
0000-0002-5655-688X,0000-0002-5031-1013,1,90,0.011111111111111112
0000-0002-5655-688X,0000-0002-4405-8162,1,90,0.011111111111111112
0000-0001-8446-2285,0000-0001-9824-3657,1,57,0.017543859649122806
0000-0001-9824-3657,0000-0001-8446-2285,1,44,0.022727272727272728
0000-0003-2134-9597,0000-0002-6269-1543,1,32,0.03125
0000-0002-6269-1543,0000-0003-2134-9597,1,173,0.005780346820809248
0000-0001-7362-5704,0000-0002-1577-6288,2,35,0.05714285714285714
0000-0002-1577-6288,0000-0001-7362-5704,2,2,1.0
0000-0002-3659-6817,0000-0002-8552-8976,1,29,0.034482758620689655
0000-0002-8552-8976,0000-0002-3659-6817,1,47,0.02127659574468085
0000-0001-6651-7641,0000-0002-5245-6187,4,93,0.043010752688172046
0000-0002-5245-6187,0000-0001-6651-7641,4,7,0.5714285714285714
0000-0003-4137-1230,0000-0003-2230-645X,4,12,0.3333333333333333
0000-0003-2230-645X,0000-0003-4137-1230,4,116,0.034482758620689655
0000-0002-9491-3550,0000-0003-0673-2301,1,4,0.25
0000-0001-6214-7241,0000-0003-0673-2301,1,2,0.5
0000-0003-0673-2301,0000-0002-9491-3550,1,1,1.0
0000-0003-0673-2301,0000-0001-6214-7241,1,1,1.0
0000-0001-9998-0464,0000-0002-4736-8529,1,73,0.0136986301369863
0000-0001-9998-0464,0000-0003-3709-3469,1,73,0.0136986301369863
0000-0002-4736-8529,0000-0001-9998-0464,1,114,0.008771929824561403
0000-0002-4736-8529,0000-0003-3709-3469,1,114,0.008771929824561403
0000-0003-3709-3469,0000-0001-9998-0464,1,26,0.038461538461538464
0000-0003-3709-3469,0000-0002-4736-8529,1,26,0.038461538461538464
0000-0002-1595-6887,0000-0003-0742-1177,1,44,0.022727272727272728
0000-0002-1595-6887,0000-0002-6034-517X,1,44,0.022727272727272728
0000-0003-0742-1177,0000-0002-1595-6887,1,34,0.029411764705882353
0000-0003-0742-1177,0000-0002-6034-517X,2,34,0.058823529411764705
0000-0002-6034-517X,0000-0002-1595-6887,1,4,0.25
0000-0002-6034-517X,0000-0003-0742-1177,2,4,0.5
0000-0002-1499-6908,0000-0002-9094-1677,1,47,0.02127659574468085
0000-0002-9094-1677,0000-0002-1499-6908,1,58,0.017241379310344827
0000-0002-5031-1013,0000-0002-8179-6666,2,175,0.011428571428571429
0000-0002-5489-7381,0000-0002-8179-6666,1,49,0.02040816326530612
0000-0002-8179-6666,0000-0002-5031-1013,2,7,0.2857142857142857
0000-0002-8179-6666,0000-0002-5489-7381,1,7,0.14285714285714285
0000-0002-2876-5895,0000-0002-2626-5117,1,1,1.0
0000-0002-2626-5117,0000-0002-2876-5895,1,53,0.018867924528301886
0000-0003-2793-2388,0000-0002-5695-3877,4,36,0.1111111111111111
0000-0002-5695-3877,0000-0003-2793-2388,4,42,0.09523809523809523
0000-0002-7295-5004,0000-0001-8249-5593,2,13,0.15384615384615385
0000-0001-8249-5593,0000-0002-7295-5004,2,73,0.0273972602739726
0000-0002-6328-4560,0000-0002-0693-1194,4,5,0.8
0000-0002-0693-1194,0000-0002-6328-4560,4,21,0.19047619047619047
0000-0002-6803-486X,0000-0003-0264-2093,2,35,0.05714285714285714
0000-0003-0264-2093,0000-0002-6803-486X,2,11,0.18181818181818182
0000-0003-3687-0318,0000-0002-4539-6059,1,5,0.2
0000-0002-4539-6059,0000-0003-3687-0318,1,5,0.2
0000-0002-7915-340X,0000-0002-7816-0042,1,18,0.05555555555555555
0000-0002-7816-0042,0000-0002-7915-340X,1,101,0.009900990099009901
0000-0002-7599-165X,0000-0002-9706-9316,1,61,0.01639344262295082
0000-0002-9706-9316,0000-0002-7599-165X,1,106,0.009433962264150943
0000-0003-3332-4231,0000-0002-4169-9781,3,28,0.10714285714285714
0000-0002-4169-9781,0000-0003-3332-4231,3,28,0.10714285714285714
0000-0001-6843-3716,0000-0002-1814-9212,1,13,0.07692307692307693
0000-0002-1814-9212,0000-0001-6843-3716,1,45,0.022222222222222223
0000-0001-8855-8647,0000-0001-6201-5599,1,47,0.02127659574468085
0000-0001-6201-5599,0000-0001-8855-8647,1,31,0.03225806451612903
0000-0002-9282-129X,0000-0002-1835-9738,1,4,0.25
0000-0002-1835-9738,0000-0002-9282-129X,1,6,0.16666666666666666
0000-0002-4395-1397,0000-0001-7517-197X,7,228,0.03070175438596491
0000-0001-7517-197X,0000-0002-4395-1397,7,7,1.0
0000-0002-5766-4970,0000-0001-9713-5371,1,2,0.5
0000-0001-9713-5371,0000-0002-5766-4970,1,48,0.020833333333333332
0000-0002-1778-6543,0000-0002-2317-6696,1,28,0.03571428571428571
0000-0002-2317-6696,0000-0002-1778-6543,1,1,1.0
0000-0001-9866-8268,0000-0003-2587-3863,2,124,0.016129032258064516
0000-0003-2587-3863,0000-0001-9866-8268,2,42,0.047619047619047616
0000-0003-4199-9052,0000-0001-6755-8111,4,21,0.19047619047619047
0000-0001-6755-8111,0000-0003-4199-9052,4,36,0.1111111111111111
0000-0002-7711-7499,0000-0003-2612-3917,2,49,0.04081632653061224
0000-0002-7711-7499,0000-0003-3406-3002,4,49,0.08163265306122448
0000-0002-7711-7499,0000-0002-5163-2230,2,49,0.04081632653061224
0000-0003-2612-3917,0000-0002-7711-7499,2,5,0.4
0000-0003-2612-3917,0000-0002-5163-2230,2,5,0.4
0000-0003-3406-3002,0000-0002-7711-7499,4,96,0.041666666666666664
0000-0003-3406-3002,0000-0002-5163-2230,2,96,0.020833333333333332
0000-0001-9465-052X,0000-0002-5163-2230,2,33,0.06060606060606061
0000-0002-5163-2230,0000-0002-7711-7499,2,13,0.15384615384615385
0000-0002-5163-2230,0000-0003-2612-3917,2,13,0.15384615384615385
0000-0002-5163-2230,0000-0003-3406-3002,2,13,0.15384615384615385
0000-0002-5163-2230,0000-0001-9465-052X,2,13,0.15384615384615385
0000-0002-7408-9453,0000-0003-2531-8413,1,17,0.058823529411764705
0000-0003-2531-8413,0000-0002-7408-9453,1,28,0.03571428571428571
0000-0002-6943-4785,0000-0002-2849-524X,1,18,0.05555555555555555
0000-0002-2849-524X,0000-0002-6943-4785,1,37,0.02702702702702703
0000-0001-6983-8870,0000-0001-8360-6806,1,14,0.07142857142857142
0000-0001-8360-6806,0000-0001-6983-8870,1,11,0.09090909090909091
0000-0002-0653-3751,0000-0003-3569-5706,1,27,0.037037037037037035
0000-0003-3569-5706,0000-0002-0653-3751,1,16,0.0625
0000-0002-4830-0470,0000-0002-1297-9725,1,43,0.023255813953488372
0000-0002-1297-9725,0000-0002-4830-0470,1,65,0.015384615384615385
0000-0001-8438-2066,0000-0001-5067-4327,1,19,0.05263157894736842
0000-0001-8438-2066,0000-0001-8166-069X,5,19,0.2631578947368421
0000-0001-5067-4327,0000-0001-8438-2066,1,24,0.041666666666666664
0000-0001-5067-4327,0000-0001-8166-069X,1,24,0.041666666666666664
0000-0001-8166-069X,0000-0001-8438-2066,5,90,0.05555555555555555
0000-0001-8166-069X,0000-0001-5067-4327,1,90,0.011111111111111112
0000-0002-1256-9582,0000-0003-2550-9893,5,16,0.3125
0000-0003-2550-9893,0000-0002-1256-9582,5,26,0.19230769230769232
0000-0002-9649-6615,0000-0003-0449-0839,3,29,0.10344827586206896
0000-0003-0449-0839,0000-0002-9649-6615,3,89,0.033707865168539325
0000-0001-8657-3800,0000-0003-3134-7720,2,6,0.3333333333333333
0000-0003-3134-7720,0000-0001-8657-3800,2,4,0.5
0000-0002-8089-6198,0000-0002-3447-0137,1,26,0.038461538461538464
0000-0002-3447-0137,0000-0002-8089-6198,1,18,0.05555555555555555
0000-0003-3267-4811,0000-0003-0508-4568,2,25,0.08
0000-0003-0508-4568,0000-0003-3267-4811,2,31,0.06451612903225806
0000-0002-1720-7724,0000-0003-3433-8707,2,56,0.03571428571428571
0000-0002-1720-7724,0000-0002-8567-173X,5,56,0.08928571428571429
0000-0003-3433-8707,0000-0002-1720-7724,2,56,0.03571428571428571
0000-0003-3433-8707,0000-0002-8752-8785,3,56,0.05357142857142857
0000-0003-3433-8707,0000-0002-8567-173X,2,56,0.03571428571428571
0000-0002-8752-8785,0000-0003-3433-8707,3,93,0.03225806451612903
0000-0002-8567-173X,0000-0002-1720-7724,5,395,0.012658227848101266
0000-0002-8567-173X,0000-0003-3433-8707,2,395,0.005063291139240506
0000-0002-4781-1375,0000-0002-9091-0918,1,36,0.027777777777777776
0000-0002-9091-0918,0000-0002-4781-1375,1,18,0.05555555555555555
0000-0002-4036-0874,0000-0003-1614-6816,11,43,0.2558139534883721
0000-0002-4036-0874,0000-0002-3636-7395,1,43,0.023255813953488372
0000-0003-1614-6816,0000-0002-4036-0874,11,11,1.0
0000-0003-1614-6816,0000-0002-3636-7395,1,11,0.09090909090909091
0000-0002-3636-7395,0000-0002-4036-0874,1,18,0.05555555555555555
0000-0002-3636-7395,0000-0003-1614-6816,1,18,0.05555555555555555
0000-0002-4249-5617,0000-0001-7641-1066,1,32,0.03125
0000-0001-7641-1066,0000-0002-4249-5617,1,5,0.2
0000-0002-9817-4193,0000-0002-0328-9642,2,12,0.16666666666666666
0000-0002-9817-4193,0000-0002-7728-852X,2,12,0.16666666666666666
0000-0002-0328-9642,0000-0002-9817-4193,2,59,0.03389830508474576
0000-0002-7728-852X,0000-0002-9817-4193,2,54,0.037037037037037035
0000-0002-0069-479X,0000-0003-0173-8843,5,49,0.10204081632653061
0000-0003-0173-8843,0000-0002-0069-479X,5,24,0.20833333333333334
0000-0002-7879-5216,0000-0001-6199-9995,1,17,0.058823529411764705
0000-0001-6199-9995,0000-0002-7879-5216,1,11,0.09090909090909091
0000-0001-6638-202X,0000-0001-7030-5756,1,11,0.09090909090909091
0000-0001-7030-5756,0000-0001-6638-202X,1,38,0.02631578947368421
0000-0002-1376-6916,0000-0002-2405-4404,1,29,0.034482758620689655
0000-0002-2405-4404,0000-0002-1376-6916,1,302,0.0033112582781456954
0000-0001-7154-7239,0000-0001-5823-7965,2,40,0.05
0000-0001-8054-2237,0000-0001-5823-7965,2,30,0.06666666666666667
0000-0002-3327-0918,0000-0001-5823-7965,1,21,0.047619047619047616
0000-0001-5823-7965,0000-0001-7154-7239,2,10,0.2
0000-0001-5823-7965,0000-0001-8054-2237,2,10,0.2
0000-0001-5823-7965,0000-0002-3327-0918,1,10,0.1
0000-0001-8782-3496,0000-0002-2246-3183,2,23,0.08695652173913043
0000-0002-2246-3183,0000-0001-8782-3496,2,15,0.13333333333333333
0000-0002-1896-4575,0000-0002-7380-9228,3,31,0.0967741935483871
0000-0002-7380-9228,0000-0002-1896-4575,3,21,0.14285714285714285
0000-0002-6628-649X,0000-0001-5799-5895,1,50,0.02
0000-0001-5799-5895,0000-0002-6628-649X,1,80,0.0125
0000-0002-6736-3098,0000-0002-9081-2699,4,30,0.13333333333333333
0000-0002-9081-2699,0000-0002-6736-3098,4,84,0.047619047619047616
0000-0002-2660-2013,0000-0002-1305-3502,4,68,0.058823529411764705
0000-0002-1305-3502,0000-0002-2660-2013,4,64,0.0625
0000-0002-0554-7510,0000-0002-2568-9735,1,3,0.3333333333333333
0000-0002-0554-7510,0000-0001-5913-9451,2,3,0.6666666666666666
0000-0002-2568-9735,0000-0002-0554-7510,1,6,0.16666666666666666
0000-0002-2568-9735,0000-0001-5913-9451,3,6,0.5
0000-0001-5913-9451,0000-0002-0554-7510,2,22,0.09090909090909091
0000-0001-5913-9451,0000-0002-2568-9735,3,22,0.13636363636363635
0000-0001-9580-624X,0000-0003-4323-1602,1,42,0.023809523809523808
0000-0003-4323-1602,0000-0001-9580-624X,1,31,0.03225806451612903
0000-0002-6218-6192,0000-0001-6074-7825,2,2,1.0
0000-0001-6074-7825,0000-0002-6218-6192,2,16,0.125
0000-0001-5766-6952,0000-0003-2670-4113,4,30,0.13333333333333333
0000-0003-2670-4113,0000-0001-5766-6952,4,15,0.26666666666666666
0000-0001-6457-751X,0000-0001-8427-118X,1,25,0.04
0000-0001-8427-118X,0000-0001-6457-751X,1,82,0.012195121951219513
0000-0001-8427-118X,0000-0002-4916-5928,1,82,0.012195121951219513
0000-0002-4916-5928,0000-0001-8427-118X,1,71,0.014084507042253521
0000-0001-6069-7960,0000-0002-9631-1465,1,58,0.017241379310344827
0000-0002-9631-1465,0000-0001-6069-7960,1,31,0.03225806451612903
0000-0002-7476-4148,0000-0001-6886-898X,1,20,0.05
0000-0002-0618-8185,0000-0001-6886-898X,1,35,0.02857142857142857
0000-0001-6886-898X,0000-0002-7476-4148,1,34,0.029411764705882353
0000-0001-6886-898X,0000-0002-0618-8185,1,34,0.029411764705882353
0000-0002-1415-8007,0000-0002-2143-8760,3,57,0.05263157894736842
0000-0002-2143-8760,0000-0002-1415-8007,3,166,0.018072289156626505
0000-0002-2143-8760,0000-0001-8587-7511,3,166,0.018072289156626505
0000-0001-8587-7511,0000-0002-2143-8760,3,60,0.05
0000-0001-5953-3344,0000-0003-0349-1557,1,22,0.045454545454545456
0000-0001-5953-3344,0000-0002-7782-4169,2,22,0.09090909090909091
0000-0003-0349-1557,0000-0001-5953-3344,1,69,0.014492753623188406
0000-0003-0349-1557,0000-0002-7782-4169,1,69,0.014492753623188406
0000-0002-7782-4169,0000-0001-5953-3344,2,220,0.00909090909090909
0000-0002-7782-4169,0000-0003-0349-1557,1,220,0.004545454545454545
0000-0003-0474-5344,0000-0001-6567-5373,1,35,0.02857142857142857
0000-0001-6567-5373,0000-0003-0474-5344,1,24,0.041666666666666664
0000-0002-2892-4024,0000-0001-7027-999X,1,64,0.015625
0000-0001-7027-999X,0000-0002-2892-4024,1,37,0.02702702702702703
0000-0002-5936-9721,0000-0002-0747-7317,1,23,0.043478260869565216
0000-0002-0747-7317,0000-0002-5936-9721,1,49,0.02040816326530612
0000-0002-6488-4859,0000-0003-4511-4215,2,6,0.3333333333333333
0000-0003-4511-4215,0000-0002-6488-4859,2,6,0.3333333333333333
0000-0002-6302-2317,0000-0002-1997-0678,1,16,0.0625
0000-0002-1997-0678,0000-0002-6302-2317,1,10,0.1
0000-0002-6723-5467,0000-0002-6117-4341,2,3,0.6666666666666666
