codigo_autor,codigo_coautor,num_coautorías,num_publicaciones_totales,coautorías_normalizadas
0000-0002-4788-2296,0000-0001-9955-7818,3,9,0.3333333333333333
0000-0003-4410-6635,0000-0001-8968-5963,1,52,0.019230769230769232
0000-0001-8968-5963,0000-0003-4410-6635,1,54,0.018518518518518517
0000-0001-5220-7992,0000-0002-9823-5339,1,11,0.09090909090909091
0000-0002-9823-5339,0000-0001-5220-7992,1,12,0.08333333333333333
0000-0001-5983-8682,0000-0002-5542-9897,3,49,0.061224489795918366
0000-0002-5542-9897,0000-0001-5983-8682,3,96,0.03125
0000-0002-1641-3403,0000-0003-4662-6933,1,9,0.1111111111111111
0000-0002-1641-3403,0000-0002-5605-656X,1,9,0.1111111111111111
0000-0003-4662-6933,0000-0002-1641-3403,1,35,0.02857142857142857
0000-0003-4662-6933,0000-0002-5605-656X,7,35,0.2
0000-0002-5605-656X,0000-0002-1641-3403,1,13,0.07692307692307693
0000-0002-5605-656X,0000-0003-4662-6933,7,13,0.5384615384615384
0000-0003-2550-6422,0000-0003-3401-9554,1,75,0.013333333333333334
0000-0003-3401-9554,0000-0003-2550-6422,1,24,0.041666666666666664
0000-0003-2125-9743,0000-0003-0669-1394,1,29,0.034482758620689655
0000-0003-0669-1394,0000-0003-2125-9743,1,37,0.02702702702702703
0000-0002-1574-9933,0000-0003-3540-2838,4,10,0.4
0000-0003-3540-2838,0000-0002-1574-9933,4,21,0.19047619047619047
0000-0002-6108-7758,0000-0002-3927-8646,5,56,0.08928571428571429
0000-0002-3927-8646,0000-0002-6108-7758,5,55,0.09090909090909091
0000-0003-4299-2194,0000-0001-9407-6484,6,85,0.07058823529411765
0000-0001-9407-6484,0000-0003-4299-2194,6,34,0.17647058823529413
0000-0002-6346-8319,0000-0002-2565-3169,5,5,1.0
0000-0002-6346-8319,0000-0003-3401-9554,5,5,1.0
0000-0002-2565-3169,0000-0002-6346-8319,5,36,0.1388888888888889
0000-0002-2565-3169,0000-0003-3401-9554,10,36,0.2777777777777778
0000-0003-3401-9554,0000-0002-6346-8319,5,24,0.20833333333333334
0000-0003-3401-9554,0000-0002-2565-3169,10,24,0.4166666666666667
0000-0003-2587-3863,0000-0002-0581-2003,3,42,0.07142857142857142
0000-0002-0581-2003,0000-0003-2587-3863,3,88,0.03409090909090909
0000-0003-2935-637X,0000-0003-2434-4206,7,103,0.06796116504854369
0000-0003-2434-4206,0000-0003-2935-637X,7,179,0.03910614525139665
0000-0001-5144-1330,0000-0002-1812-9844,3,13,0.23076923076923078
0000-0002-1812-9844,0000-0001-5144-1330,3,33,0.09090909090909091
0000-0002-9511-2173,0000-0001-5371-5761,1,53,0.018867924528301886
0000-0001-5371-5761,0000-0002-9511-2173,1,68,0.014705882352941176
0000-0002-2727-7128,0000-0002-8713-4313,2,16,0.125
0000-0002-8713-4313,0000-0002-2727-7128,2,5,0.4
0000-0002-8133-4955,0000-0003-4485-1176,2,76,0.02631578947368421
0000-0003-4485-1176,0000-0002-8133-4955,2,55,0.03636363636363636
0000-0002-7051-8994,0000-0002-1411-6827,1,44,0.022727272727272728
0000-0002-1411-6827,0000-0002-7051-8994,1,28,0.03571428571428571
0000-0002-9595-3220,0000-0001-6481-0748,20,188,0.10638297872340426
0000-0002-9706-9316,0000-0001-6481-0748,34,106,0.32075471698113206
0000-0001-6481-0748,0000-0002-9595-3220,20,38,0.5263157894736842
0000-0001-6481-0748,0000-0002-9706-9316,34,38,0.8947368421052632
0000-0002-3413-6841,0000-0003-3203-1058,2,76,0.02631578947368421
0000-0003-3203-1058,0000-0002-3413-6841,2,29,0.06896551724137931
0000-0002-1334-5273,0000-0001-6401-1874,1,19,0.05263157894736842
0000-0001-6401-1874,0000-0002-1334-5273,1,68,0.014705882352941176
0000-0003-2172-8036,0000-0001-6521-5465,1,16,0.0625
0000-0001-6521-5465,0000-0003-2172-8036,1,8,0.125
0000-0001-9371-3832,0000-0002-9506-348X,6,18,0.3333333333333333
0000-0002-9506-348X,0000-0001-9371-3832,6,26,0.23076923076923078
0000-0002-9637-3869,0000-0003-2476-4251,26,111,0.23423423423423423
0000-0003-2476-4251,0000-0002-9637-3869,26,112,0.23214285714285715
0000-0002-3594-9588,0000-0003-2420-4262,4,39,0.10256410256410256
0000-0003-2420-4262,0000-0002-3594-9588,4,42,0.09523809523809523
0000-0001-9807-9578,0000-0002-4346-1494,1,18,0.05555555555555555
0000-0002-4346-1494,0000-0001-9807-9578,1,42,0.023809523809523808
0000-0002-0993-8455,0000-0001-7385-649X,1,1,1.0
0000-0001-7385-649X,0000-0002-0993-8455,1,17,0.058823529411764705
0000-0003-3844-9463,0000-0002-5616-9185,1,9,0.1111111111111111
0000-0002-5616-9185,0000-0003-3844-9463,1,27,0.037037037037037035
0000-0003-2948-5809,0000-0002-0740-4396,2,22,0.09090909090909091
0000-0002-0740-4396,0000-0003-2948-5809,2,85,0.023529411764705882
0000-0002-0269-7521,0000-0001-6285-8780,21,21,1.0
0000-0001-6285-8780,0000-0002-0269-7521,21,91,0.23076923076923078
0000-0002-6922-100X,0000-0003-4329-438X,2,17,0.11764705882352941
0000-0003-4329-438X,0000-0002-6922-100X,2,21,0.09523809523809523
0000-0003-4224-4575,0000-0002-9855-5594,2,26,0.07692307692307693
0000-0003-4224-4575,0000-0003-1787-3396,1,26,0.038461538461538464
0000-0002-9855-5594,0000-0003-4224-4575,2,9,0.2222222222222222
0000-0002-9855-5594,0000-0003-1787-3396,1,9,0.1111111111111111
0000-0003-1787-3396,0000-0003-4224-4575,1,3,0.3333333333333333
0000-0003-1787-3396,0000-0002-9855-5594,1,3,0.3333333333333333
0000-0002-0009-9771,0000-0002-1379-022X,4,34,0.11764705882352941
0000-0002-1379-022X,0000-0002-0009-9771,4,23,0.17391304347826086
0000-0003-3354-5472,0000-0001-7556-0158,1,51,0.0196078431372549
0000-0001-7556-0158,0000-0003-3354-5472,1,60,0.016666666666666666
0000-0002-5317-603X,0000-0002-2217-3274,3,12,0.25
0000-0002-2217-3274,0000-0002-5317-603X,3,29,0.10344827586206896
0000-0001-6341-4364,0000-0003-1911-0501,1,48,0.020833333333333332
0000-0003-1911-0501,0000-0001-6341-4364,1,38,0.02631578947368421
0000-0003-2230-645X,0000-0001-8744-9174,2,116,0.017241379310344827
0000-0001-8744-9174,0000-0003-2230-645X,2,17,0.11764705882352941
0000-0001-6167-6926,0000-0003-2271-8921,1,41,0.024390243902439025
0000-0001-6167-6926,0000-0001-7708-9208,1,41,0.024390243902439025
0000-0001-6167-6926,0000-0002-9788-6615,1,41,0.024390243902439025
0000-0003-2271-8921,0000-0001-6167-6926,1,102,0.00980392156862745
0000-0003-2271-8921,0000-0001-7708-9208,25,102,0.24509803921568626
0000-0003-2271-8921,0000-0002-9788-6615,1,102,0.00980392156862745
0000-0001-7708-9208,0000-0001-6167-6926,1,26,0.038461538461538464
0000-0001-7708-9208,0000-0003-2271-8921,25,26,0.9615384615384616
0000-0001-7708-9208,0000-0002-9788-6615,1,26,0.038461538461538464
0000-0002-9788-6615,0000-0001-6167-6926,1,34,0.029411764705882353
0000-0002-9788-6615,0000-0003-2271-8921,1,34,0.029411764705882353
0000-0002-9788-6615,0000-0001-7708-9208,1,34,0.029411764705882353
0000-0003-2278-7089,0000-0003-3869-5509,1,8,0.125
0000-0003-3869-5509,0000-0003-2278-7089,1,1,1.0
0000-0003-4126-8911,0000-0001-5270-1333,11,25,0.44
0000-0001-5270-1333,0000-0003-4126-8911,11,23,0.4782608695652174
0000-0003-2594-1651,0000-0001-9015-7244,5,88,0.056818181818181816
0000-0001-9015-7244,0000-0003-2594-1651,5,13,0.38461538461538464
0000-0001-7189-7917,0000-0002-5612-5940,15,293,0.051194539249146756
0000-0002-5612-5940,0000-0001-7189-7917,15,66,0.22727272727272727
0000-0002-6415-6560,0000-0003-0261-616X,3,126,0.023809523809523808
0000-0003-0261-616X,0000-0002-6415-6560,3,19,0.15789473684210525
0000-0003-4094-9045,0000-0002-7347-3330,1,17,0.058823529411764705
0000-0003-4094-9045,0000-0002-2801-2148,3,17,0.17647058823529413
0000-0002-7347-3330,0000-0003-4094-9045,1,23,0.043478260869565216
0000-0002-7347-3330,0000-0002-2801-2148,1,23,0.043478260869565216
0000-0002-2801-2148,0000-0003-4094-9045,3,5,0.6
0000-0002-2801-2148,0000-0002-7347-3330,1,5,0.2
0000-0003-3150-6154,0000-0001-5210-8548,5,83,0.060240963855421686
0000-0003-3150-6154,0000-0001-5148-0188,7,83,0.08433734939759036
0000-0001-5210-8548,0000-0003-3150-6154,5,36,0.1388888888888889
0000-0001-5210-8548,0000-0001-5148-0188,5,36,0.1388888888888889
0000-0001-5148-0188,0000-0003-3150-6154,7,41,0.17073170731707318
0000-0001-5148-0188,0000-0001-5210-8548,5,41,0.12195121951219512
0000-0001-6937-3065,0000-0003-4038-3192,1,126,0.007936507936507936
0000-0001-6937-3065,0000-0001-8427-118X,1,126,0.007936507936507936
0000-0001-6937-3065,0000-0001-9317-5405,3,126,0.023809523809523808
0000-0001-6937-3065,0000-0002-1397-511X,1,126,0.007936507936507936
0000-0003-4038-3192,0000-0001-6937-3065,1,55,0.01818181818181818
0000-0003-4038-3192,0000-0001-8427-118X,1,55,0.01818181818181818
0000-0003-4038-3192,0000-0001-9317-5405,1,55,0.01818181818181818
0000-0003-4038-3192,0000-0002-1397-511X,1,55,0.01818181818181818
0000-0001-8427-118X,0000-0001-6937-3065,1,82,0.012195121951219513
0000-0001-8427-118X,0000-0003-4038-3192,1,82,0.012195121951219513
0000-0001-8427-118X,0000-0001-9317-5405,1,82,0.012195121951219513
0000-0001-8427-118X,0000-0002-1397-511X,4,82,0.04878048780487805
0000-0001-9317-5405,0000-0001-6937-3065,3,41,0.07317073170731707
0000-0001-9317-5405,0000-0003-4038-3192,1,41,0.024390243902439025
0000-0001-9317-5405,0000-0001-8427-118X,1,41,0.024390243902439025
0000-0001-9317-5405,0000-0002-1397-511X,1,41,0.024390243902439025
0000-0002-1397-511X,0000-0001-6937-3065,1,61,0.01639344262295082
0000-0002-1397-511X,0000-0003-4038-3192,1,61,0.01639344262295082
0000-0002-1397-511X,0000-0001-8427-118X,4,61,0.06557377049180328
0000-0002-1397-511X,0000-0001-9317-5405,1,61,0.01639344262295082
0000-0002-1812-9844,0000-0002-7729-9069,2,33,0.06060606060606061
0000-0002-7729-9069,0000-0002-1812-9844,2,14,0.14285714285714285
0000-0001-5330-150X,0000-0003-2722-8534,2,11,0.18181818181818182
0000-0003-2722-8534,0000-0001-5330-150X,2,8,0.25
0000-0002-5122-7243,0000-0001-8427-118X,8,57,0.14035087719298245
0000-0001-8427-118X,0000-0002-5122-7243,8,82,0.0975609756097561
0000-0001-8654-6634,0000-0003-2008-227X,2,82,0.024390243902439025
0000-0003-2008-227X,0000-0001-8654-6634,2,10,0.2
0000-0002-6018-4724,0000-0001-9506-3781,12,45,0.26666666666666666
0000-0002-6018-4724,0000-0003-1746-6029,4,45,0.08888888888888889
0000-0001-9506-3781,0000-0002-6018-4724,12,16,0.75
0000-0001-9506-3781,0000-0003-1746-6029,2,16,0.125
0000-0003-1746-6029,0000-0002-6018-4724,4,35,0.11428571428571428
0000-0003-1746-6029,0000-0001-9506-3781,2,35,0.05714285714285714
0000-0003-1922-5157,0000-0002-7749-0293,6,8,0.75
0000-0002-7749-0293,0000-0003-1922-5157,6,99,0.06060606060606061
0000-0002-4896-5982,0000-0003-4186-5345,13,74,0.17567567567567569
0000-0003-4186-5345,0000-0002-4896-5982,13,35,0.37142857142857144
0000-0003-0995-5789,0000-0002-2586-8274,14,35,0.4
0000-0003-3917-8992,0000-0002-2586-8274,16,77,0.2077922077922078
0000-0002-2586-8274,0000-0003-0995-5789,14,26,0.5384615384615384
0000-0002-2586-8274,0000-0003-3917-8992,16,26,0.6153846153846154
0000-0001-8738-5852,0000-0001-9222-3882,10,127,0.07874015748031496
0000-0001-9222-3882,0000-0001-8738-5852,10,36,0.2777777777777778
0000-0001-8707-5969,0000-0003-0065-762X,2,22,0.09090909090909091
0000-0003-0065-762X,0000-0001-8707-5969,2,32,0.0625
0000-0003-4525-7793,0000-0001-8486-8461,8,50,0.16
0000-0001-8486-8461,0000-0003-4525-7793,8,9,0.8888888888888888
0000-0001-6403-016X,0000-0003-1942-5845,25,94,0.26595744680851063
0000-0001-6403-016X,0000-0001-8857-7389,19,94,0.20212765957446807
0000-0003-1942-5845,0000-0001-6403-016X,25,94,0.26595744680851063
0000-0003-1942-5845,0000-0001-8857-7389,9,94,0.09574468085106383
0000-0003-1942-5845,0000-0003-4076-2336,11,94,0.11702127659574468
0000-0001-8857-7389,0000-0001-6403-016X,19,119,0.15966386554621848
0000-0001-8857-7389,0000-0003-1942-5845,9,119,0.07563025210084033
0000-0001-8857-7389,0000-0001-9435-9441,10,119,0.08403361344537816
0000-0001-8857-7389,0000-0003-4076-2336,2,119,0.01680672268907563
0000-0001-9435-9441,0000-0001-8857-7389,10,240,0.041666666666666664
0000-0003-4076-2336,0000-0003-1942-5845,11,230,0.04782608695652174
0000-0003-4076-2336,0000-0001-8857-7389,2,230,0.008695652173913044
0000-0001-6586-3905,0000-0002-0127-2863,4,35,0.11428571428571428
0000-0001-6586-3905,0000-0002-5635-1614,10,35,0.2857142857142857
0000-0002-0127-2863,0000-0001-6586-3905,4,31,0.12903225806451613
0000-0002-0127-2863,0000-0002-5635-1614,4,31,0.12903225806451613
0000-0002-5635-1614,0000-0001-6586-3905,10,223,0.04484304932735426
0000-0002-5635-1614,0000-0002-0127-2863,4,223,0.017937219730941704
0000-0001-5306-5690,0000-0003-1386-0731,1,20,0.05
0000-0003-1386-0731,0000-0001-5306-5690,1,2,0.5
0000-0002-8625-1200,0000-0003-2322-3314,3,110,0.02727272727272727
0000-0003-2322-3314,0000-0002-8625-1200,3,106,0.02830188679245283
0000-0003-2614-0303,0000-0002-9855-3185,5,116,0.04310344827586207
0000-0002-9855-3185,0000-0003-2614-0303,5,5,1.0
0000-0003-0063-6378,0000-0003-4033-442X,4,113,0.035398230088495575
0000-0003-4033-442X,0000-0003-0063-6378,4,36,0.1111111111111111
0000-0002-0992-3210,0000-0002-8955-8283,11,11,1.0
0000-0002-8955-8283,0000-0002-0992-3210,11,180,0.06111111111111111
0000-0001-7412-8750,0000-0003-3576-8530,10,12,0.8333333333333334
0000-0003-3576-8530,0000-0001-7412-8750,10,65,0.15384615384615385
0000-0003-2407-9860,0000-0002-4367-3884,1,101,0.009900990099009901
0000-0002-4367-3884,0000-0003-2407-9860,1,65,0.015384615384615385
0000-0001-9713-5371,0000-0002-8442-6724,3,48,0.0625
0000-0002-8442-6724,0000-0001-9713-5371,3,15,0.2
0000-0003-4895-9707,0000-0002-8597-4415,4,66,0.06060606060606061
0000-0002-8597-4415,0000-0003-4895-9707,4,43,0.09302325581395349
0000-0003-0614-5641,0000-0003-3596-2288,1,38,0.02631578947368421
0000-0003-3596-2288,0000-0003-0614-5641,1,17,0.058823529411764705
0000-0001-5262-5430,0000-0001-7836-454X,1,23,0.043478260869565216
0000-0001-7836-454X,0000-0001-5262-5430,1,36,0.027777777777777776
0000-0003-0054-3438,0000-0003-0019-1735,2,39,0.05128205128205128
0000-0003-0019-1735,0000-0003-0054-3438,2,67,0.029850746268656716
0000-0002-4516-5103,0000-0001-8166-069X,11,64,0.171875
0000-0002-4516-5103,0000-0001-6043-0166,4,64,0.0625
0000-0001-8166-069X,0000-0002-4516-5103,11,90,0.12222222222222222
0000-0001-6043-0166,0000-0002-4516-5103,4,50,0.08
0000-0003-0306-3990,0000-0001-9614-5199,1,33,0.030303030303030304
0000-0001-9614-5199,0000-0003-0306-3990,1,31,0.03225806451612903
0000-0001-5670-8559,0000-0002-3743-7869,2,28,0.07142857142857142
0000-0002-3743-7869,0000-0001-5670-8559,2,18,0.1111111111111111
0000-0001-5472-8337,0000-0003-3526-7808,10,11,0.9090909090909091
0000-0003-3526-7808,0000-0001-5472-8337,10,35,0.2857142857142857
0000-0001-7227-229X,0000-0002-2212-507X,4,10,0.4
0000-0002-2212-507X,0000-0001-7227-229X,4,8,0.5
0000-0001-5475-3583,0000-0002-8385-6730,2,27,0.07407407407407407
0000-0002-8385-6730,0000-0001-5475-3583,2,9,0.2222222222222222
0000-0001-6091-3088,0000-0001-9278-5471,1,49,0.02040816326530612
0000-0001-9278-5471,0000-0001-6091-3088,1,30,0.03333333333333333
0000-0002-1600-9259,0000-0003-2040-2448,10,50,0.2
0000-0003-2040-2448,0000-0002-1600-9259,10,79,0.12658227848101267
0000-0002-5346-2829,0000-0001-5175-5727,2,33,0.06060606060606061
0000-0001-5175-5727,0000-0002-5346-2829,2,3,0.6666666666666666
0000-0001-9176-2382,0000-0002-9523-7128,7,108,0.06481481481481481
0000-0002-9523-7128,0000-0001-9176-2382,7,52,0.1346153846153846
0000-0002-2392-8608,0000-0002-2833-8826,1,16,0.0625
0000-0002-2833-8826,0000-0002-2392-8608,1,18,0.05555555555555555
0000-0002-4435-6397,0000-0002-0106-1150,2,171,0.011695906432748537
0000-0002-0106-1150,0000-0002-4435-6397,2,345,0.005797101449275362
0000-0003-3012-2626,0000-0002-2419-1943,1,6,0.16666666666666666
0000-0002-2419-1943,0000-0003-3012-2626,1,77,0.012987012987012988
0000-0002-5738-1719,0000-0002-0338-0622,2,14,0.14285714285714285
0000-0002-0338-0622,0000-0002-5738-1719,2,4,0.5
0000-0001-7275-5080,0000-0003-0545-5656,16,49,0.32653061224489793
0000-0003-0545-5656,0000-0001-7275-5080,16,17,0.9411764705882353
0000-0001-8491-4288,0000-0002-5736-373X,38,124,0.3064516129032258
0000-0002-5736-373X,0000-0001-8491-4288,38,39,0.9743589743589743
0000-0002-5006-0832,0000-0003-3829-4254,5,54,0.09259259259259259
0000-0003-3829-4254,0000-0002-5006-0832,5,19,0.2631578947368421
0000-0002-9103-1077,0000-0001-9896-0613,8,41,0.1951219512195122
0000-0001-9896-0613,0000-0002-9103-1077,8,12,0.6666666666666666
0000-0002-1784-5662,0000-0002-4087-2845,8,81,0.09876543209876543
0000-0002-4087-2845,0000-0002-1784-5662,8,26,0.3076923076923077
0000-0002-0902-803X,0000-0002-2352-4320,4,4,1.0
0000-0002-2352-4320,0000-0002-0902-803X,4,18,0.2222222222222222
0000-0001-6120-7695,0000-0002-3202-4811,6,10,0.6
0000-0002-3202-4811,0000-0001-6120-7695,6,20,0.3
0000-0002-4197-0236,0000-0003-0680-3392,11,20,0.55
0000-0003-0680-3392,0000-0002-4197-0236,11,131,0.08396946564885496
0000-0001-5484-8224,0000-0001-8099-986X,1,25,0.04
0000-0001-8099-986X,0000-0001-5484-8224,1,24,0.041666666666666664
0000-0003-0627-6377,0000-0002-2443-7958,1,19,0.05263157894736842
0000-0002-2443-7958,0000-0003-0627-6377,1,64,0.015625
0000-0002-8855-0204,0000-0002-4374-6107,6,38,0.15789473684210525
0000-0002-4374-6107,0000-0002-8855-0204,6,19,0.3157894736842105
0000-0003-0756-1954,0000-0002-4736-8529,1,7,0.14285714285714285
0000-0002-4736-8529,0000-0003-0756-1954,1,114,0.008771929824561403
0000-0003-1988-1250,0000-0002-5006-2037,8,150,0.05333333333333334
0000-0002-5006-2037,0000-0003-1988-1250,8,28,0.2857142857142857
0000-0001-5099-8495,0000-0001-7536-3453,1,43,0.023255813953488372
0000-0001-7536-3453,0000-0001-5099-8495,1,98,0.01020408163265306
0000-0003-1656-302X,0000-0003-3829-0675,5,56,0.08928571428571429
0000-0003-3829-0675,0000-0003-1656-302X,5,32,0.15625
0000-0003-3632-5512,0000-0002-6902-8488,1,46,0.021739130434782608
0000-0002-6902-8488,0000-0003-3632-5512,1,12,0.08333333333333333
0000-0002-1376-4849,0000-0002-8567-173X,10,93,0.10752688172043011
0000-0002-1376-4849,0000-0001-5497-0465,8,93,0.08602150537634409
0000-0002-8567-173X,0000-0002-1376-4849,10,395,0.02531645569620253
0000-0002-8567-173X,0000-0001-5497-0465,7,395,0.017721518987341773
0000-0001-5497-0465,0000-0002-1376-4849,8,27,0.2962962962962963
0000-0001-5497-0465,0000-0002-8567-173X,7,27,0.25925925925925924
0000-0003-2614-0303,0000-0001-6156-393X,6,116,0.05172413793103448
0000-0001-6156-393X,0000-0003-2614-0303,6,46,0.13043478260869565
0000-0003-0912-0845,0000-0003-1128-0557,1,52,0.019230769230769232
0000-0003-1128-0557,0000-0003-0912-0845,1,62,0.016129032258064516
0000-0002-6258-4369,0000-0003-3566-9399,10,15,0.6666666666666666
0000-0003-3566-9399,0000-0002-6258-4369,10,156,0.0641025641025641
0000-0002-0439-8170,0000-0002-5354-3135,2,7,0.2857142857142857
0000-0002-5354-3135,0000-0002-0439-8170,2,10,0.2
0000-0002-2193-1440,0000-0003-2349-8473,6,12,0.5
0000-0003-2349-8473,0000-0002-2193-1440,6,11,0.5454545454545454
0000-0001-9329-8501,0000-0002-0879-1287,4,106,0.03773584905660377
0000-0002-0879-1287,0000-0001-9329-8501,4,20,0.2
0000-0001-7527-8187,0000-0001-6357-0615,1,14,0.07142857142857142
0000-0001-6357-0615,0000-0001-7527-8187,1,3,0.3333333333333333
0000-0003-1592-5041,0000-0002-7833-3388,1,17,0.058823529411764705
0000-0002-7833-3388,0000-0003-1592-5041,1,32,0.03125
0000-0002-5531-4301,0000-0001-7793-714X,13,98,0.1326530612244898
0000-0001-7793-714X,0000-0002-5531-4301,13,56,0.23214285714285715
0000-0002-3626-8928,0000-0002-4816-6945,2,8,0.25
0000-0002-3626-8928,0000-0003-1295-9131,1,8,0.125
0000-0002-4816-6945,0000-0002-3626-8928,2,2,1.0
0000-0002-4816-6945,0000-0003-1295-9131,1,2,0.5
0000-0003-1295-9131,0000-0002-3626-8928,1,67,0.014925373134328358
0000-0003-1295-9131,0000-0002-4816-6945,1,67,0.014925373134328358
0000-0003-0100-0590,0000-0003-1000-1448,5,70,0.07142857142857142
0000-0003-1000-1448,0000-0003-0100-0590,5,13,0.38461538461538464
0000-0001-6486-1086,0000-0002-3823-4676,1,1,1.0
0000-0002-3823-4676,0000-0001-6486-1086,1,22,0.045454545454545456
0000-0002-3527-8825,0000-0002-8929-3473,2,2,1.0
0000-0002-8929-3473,0000-0002-3527-8825,2,2,1.0
0000-0001-5912-7565,0000-0002-5140-8060,3,18,0.16666666666666666
0000-0002-5140-8060,0000-0001-5912-7565,3,32,0.09375
0000-0002-8412-606X,0000-0001-6643-3923,17,47,0.3617021276595745
0000-0001-6643-3923,0000-0002-8412-606X,17,35,0.4857142857142857
0000-0001-6022-2666,0000-0002-3596-7874,5,179,0.027932960893854747
0000-0002-3596-7874,0000-0001-6022-2666,5,55,0.09090909090909091
0000-0001-9871-4041,0000-0003-2719-0556,1,130,0.007692307692307693
0000-0003-2719-0556,0000-0001-9871-4041,1,80,0.0125
0000-0003-0474-5344,0000-0002-7352-1275,12,35,0.34285714285714286
0000-0002-7352-1275,0000-0003-0474-5344,12,61,0.19672131147540983
0000-0001-6554-6889,0000-0002-6751-4060,3,137,0.021897810218978103
0000-0002-6751-4060,0000-0001-6554-6889,3,47,0.06382978723404255
0000-0002-6751-4060,0000-0003-4287-1982,5,47,0.10638297872340426
0000-0003-4287-1982,0000-0002-6751-4060,5,72,0.06944444444444445
0000-0001-9310-2783,0000-0001-9025-1791,1,12,0.08333333333333333
0000-0001-9310-2783,0000-0001-9581-2922,1,12,0.08333333333333333
0000-0001-9025-1791,0000-0001-9310-2783,1,5,0.2
0000-0001-9025-1791,0000-0001-9581-2922,1,5,0.2
0000-0001-9581-2922,0000-0001-9310-2783,1,38,0.02631578947368421
0000-0001-9581-2922,0000-0001-9025-1791,1,38,0.02631578947368421
0000-0001-6801-3455,0000-0003-4596-0059,2,8,0.25
0000-0003-4596-0059,0000-0001-6801-3455,2,3,0.6666666666666666
0000-0002-2853-806X,0000-0002-3795-8365,2,71,0.028169014084507043
0000-0002-3795-8365,0000-0002-2853-806X,2,8,0.25
0000-0001-7916-8460,0000-0003-3103-6949,1,37,0.02702702702702703
0000-0001-7916-8460,0000-0001-5611-4515,1,37,0.02702702702702703
0000-0003-3103-6949,0000-0001-7916-8460,1,6,0.16666666666666666
0000-0003-3103-6949,0000-0001-5611-4515,3,6,0.5
0000-0001-5611-4515,0000-0001-7916-8460,1,42,0.023809523809523808
0000-0001-5611-4515,0000-0003-3103-6949,3,42,0.07142857142857142
0000-0003-3589-4414,0000-0003-3406-4670,1,17,0.058823529411764705
0000-0003-3589-4414,0000-0002-1037-5346,2,17,0.11764705882352941
0000-0003-3406-4670,0000-0003-3589-4414,1,7,0.14285714285714285
0000-0003-3406-4670,0000-0002-1037-5346,3,7,0.42857142857142855
0000-0002-1037-5346,0000-0003-3589-4414,2,21,0.09523809523809523
0000-0002-1037-5346,0000-0003-3406-4670,3,21,0.14285714285714285
0000-0003-4750-1403,0000-0002-4694-2082,1,9,0.1111111111111111
0000-0002-4694-2082,0000-0003-4750-1403,1,7,0.14285714285714285
0000-0001-6733-7300,0000-0002-2852-3298,12,15,0.8
0000-0002-2852-3298,0000-0001-6733-7300,12,35,0.34285714285714286
0000-0002-8932-3695,0000-0003-0063-6378,7,45,0.15555555555555556
0000-0003-0063-6378,0000-0002-8932-3695,7,113,0.061946902654867256
0000-0002-5111-7263,0000-0003-1219-2137,2,23,0.08695652173913043
0000-0003-1219-2137,0000-0002-5111-7263,2,20,0.1
0000-0003-4598-5563,0000-0002-3636-7395,2,48,0.041666666666666664
0000-0003-4598-5563,0000-0002-1949-2039,1,48,0.020833333333333332
0000-0002-3636-7395,0000-0003-4598-5563,2,18,0.1111111111111111
0000-0002-3636-7395,0000-0002-1949-2039,1,18,0.05555555555555555
0000-0002-1949-2039,0000-0003-4598-5563,1,48,0.020833333333333332
0000-0002-1949-2039,0000-0002-3636-7395,1,48,0.020833333333333332
0000-0002-3424-7576,0000-0001-9871-2089,7,42,0.16666666666666666
0000-0001-9871-2089,0000-0002-3424-7576,7,7,1.0
0000-0002-4701-8254,0000-0002-8797-0477,1,74,0.013513513513513514
0000-0002-8797-0477,0000-0002-4701-8254,1,9,0.1111111111111111
0000-0001-9596-3552,0000-0003-4454-2576,2,227,0.00881057268722467
0000-0001-9596-3552,0000-0002-8338-864X,1,227,0.004405286343612335
0000-0001-9596-3552,0000-0002-8797-2667,7,227,0.030837004405286344
0000-0003-4454-2576,0000-0001-9596-3552,2,35,0.05714285714285714
0000-0003-4454-2576,0000-0002-8338-864X,1,35,0.02857142857142857
0000-0003-4454-2576,0000-0002-8797-2667,4,35,0.11428571428571428
0000-0002-8338-864X,0000-0001-9596-3552,1,35,0.02857142857142857
0000-0002-8338-864X,0000-0003-4454-2576,1,35,0.02857142857142857
0000-0002-8338-864X,0000-0002-8797-2667,1,35,0.02857142857142857
0000-0002-8797-2667,0000-0001-9596-3552,7,104,0.0673076923076923
0000-0002-8797-2667,0000-0003-4454-2576,4,104,0.038461538461538464
0000-0002-8797-2667,0000-0002-8338-864X,1,104,0.009615384615384616
0000-0001-8771-5487,0000-0002-1807-2972,1,18,0.05555555555555555
0000-0001-8771-5487,0000-0003-1522-3496,1,18,0.05555555555555555
0000-0002-1807-2972,0000-0001-8771-5487,1,13,0.07692307692307693
0000-0002-1807-2972,0000-0003-1522-3496,1,13,0.07692307692307693
0000-0003-1522-3496,0000-0001-8771-5487,1,4,0.25
0000-0003-1522-3496,0000-0002-1807-2972,1,4,0.25
0000-0002-1279-8123,0000-0002-1490-3070,1,43,0.023255813953488372
0000-0002-1490-3070,0000-0002-1279-8123,1,231,0.004329004329004329
0000-0002-1490-3070,0000-0002-7629-6579,1,231,0.004329004329004329
0000-0002-7629-6579,0000-0002-1490-3070,1,65,0.015384615384615385
0000-0003-0318-4194,0000-0002-4801-9312,1,24,0.041666666666666664
